ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_IDs,Sense_IDs,alt_translation1,original_script
XV002126,dar,dam hej ʁunabce cabni abalχulde.,,,I don't know what it is like.,,,b15b37a260c79d3d86426ccb7a370de0,SN004308,я не знал что это такой.,дам гьей гъунабце цабни абалхулде.
XV002127,dar,"kʼʷel ʁuˁraj hitːi uqutːe, caʔarah aburcitːe",,,"If you chase two hares, you won't catch one.",,,b2a5d2563f30c09ad1afda6d296f6763,SN004309,"Если за двумя зайцами погонишься, не одного не поймаешь","кIвел гъёрай гьитти ухъутте, цаъарагь абурцитте."
XV002128,dar,ʁurʁa qːarqːa,,,rough stone,,,3898ed6b4b257411a5b079f52820966c,SN004311,грубый камень,гъургъа къаркъа
XV002129,dar,biqːa ʁurʁa,,,Give me the rough one.,,,214932a02ffbad9472d791104d83fb9e,SN004311,Дай грубый!,бикъа гъургъа
XV002130,dar,ʁuˁruˁcli maˁlʡuˁn bucib,,,The golden eagle caught the snake.,,,9e4eb7522a44f19af785145e269a05ca,SN004314,беркут поймал змею.,гъёрёцли мялгIён буциб
XV002131,dar,"ħuˁsenna ʁʷab belq’unne, qu abacun",,,Husein's plough broke and he didn't plough the garden.,,,30222be45355d0be54a0b8ecbccd42e5,SN004316,У Гусейна лемех сломался и огород не вспахал,"хIёсенна гъваб белкьунне, хъу абацун"
XV002132,dar,ʁʷabazal rursːi rercaqur,,,The dzhigit saved the girl.,,,df0e922dc79bd3a3fac6cfe383260682,SN004317,Джигит спас девушку.,гъвабазал рурсси рерцахъур
XV002133,dar,dam bičːaqid č’aˁʡaˁllalij ʁʷanžral rukij,,,I like to eat pancakes for breakfast.,,,f50f92c1e5d6a67bc066df5eba82d323,SN004322,я люблю на завтрак кушать блины.,дам биччахъид чIягIяллалий гъванжрал рукий
XV002134,dar,dul q’uq’a ʁʷaˁr barq’ibda,,,I scratched my knee.,,,985b7c781adb88ed68f6af225d7e070a,SN004324,я почесал / поцарапал колено.,дул кьукьа гъвяр баркьибда
XV002135,dar,Bekʼ ʁʷaˁr birqʼul cab.,,,(She/he) scratches her head.,,,27eddee64b6cf078e87b2a77b6162e47,SN004325,(Она/он) голову чешет.,БекI гъвяр биркьул цаб.
XV002136,dar,jangi tːapril ʁʷaˁraˁʁʷaˁn barqʼib,,,The new shoes have caused blisters.,,,d97b0b7b62a146fa4bfb4eb20ba322f5,SN004327,новые туфли натерли мозоль,янги ттаприл гъвярягъвян баркьиб
XV002137,dar,nušːa ʁʷažlerka agurda,,,We went through Ghwazh.,,,7f3a97558dbf47fcfff40e01d0dbd5f2,SN004328,мы пошли через гъваж,нушша гъважлерка агурда
XV002138,dar,ʁʷirc’ χalmala χːaˁri,,,thin-rodded fence,,,559dc4ab85bab301b665eb4d72731a60,SN004332,изгородь из тонких прутьев,гъвирцI халмала ххяри
XV002139,dar,χatːajla xːunul rebč’ibilde ʡaˁbc’al dus sar,,,Grandfather’s wife died 30 years ago.,,,430644b238641e97fb7589b6aaa887d7,SN004337,Жена дедушки умерла 30 лет назад.,хаттайла хьхьунул ребчIибилде гIябцIал дус сар
XV002140,dar,bah hilar sabaxan cab hej,,,the last one will be this,,,92aebf181ae459de525105dc5bb8f66d,SN004340,самый последний должен этот прийти,багь гьилар сабахьан цаб гьей
XV002141,dar,saʔabaxni,,,failure,,,045bb3f290b17213f7a31fcb3140f70e,SN004340,неудача,саабахьни
XV002142,dar,Dul itila qʼaˁrta sabelčunda.,,,I won (against) his stick.,,,77e04b0357f4dafc14286c917c34166c,SN004344,Я его кол выиграл/отобрал.,Дул итила къярта сабелчунда.
XV002143,dar,qːeller hej šːal sarerχːurda,,,The line crossed this way.,,,e3e0153ae4b7ce5125c90797fdfab3e0,SN004345,линию в эту сторону перешла,къеллер гьей шшал сарерххурда
XV002144,dar,"hel sareʁib car, waš rik’ul",,,She came and said: come here,,,b4684ed169754466861bd2c8eab7ded7,SN004347,"Она пришла и сказала, иди сюда.","гьел сарегъиб цар, ваш рикIул."
XV002145,dar,"waxul, χalq’ sabikulda",,,I walk around and lead people here.,,,98d5ec04ff5edcb22d1d7663da6f59b8,SN004348,хожу и людей привожу,"вахьул, халкь сабикулда"
XV002146,dar,dul qʼʷaˁl q’ari sabičid.,,,I'm leading the cow to graze (pasture).,,,24bef308706978ff820221265cb6a615,SN004348,Я корову пасти привожу.,Дул кьвял кьари сабичид.
XV002147,dar,ca maχli sabiqːul cab,,,(He/She/They) is/are bringing it with one max (all at once).,,,133e8b79a63a06eb0d9badd9b9625b4b,SN004350,одним махом привозят (один раз все приносят),ца махли сабикъул цаб
XV002148,dar,bahinte sabirʁante cab hana mašinnicːella.,,,The relatives should come by car.,,,b82de54f5e67f0969cc29869aecef1c9,SN004351,Родственники должны приехать с машиной.,багьинте сабиргъанте цаб гьана машинниццелла.
XV002149,dar,dul urdil sabirgulda kast’umle,,,I'm pinning the medal on the costume.,,,da6fd1c5b35593a6a67f8f060dc2c7f3,SN004352,Застегиваю орден на костюм.,дул урдил сабиргулда кастIумле
XV002150,dar,sabuq luc’un cab,,,they are harvesting,,,93053fe031c9bf92f1ec53802270d75b,SN004357,собирают урожай,сабухъ луцIун цаб
XV002151,dar,sabur ʡaˁħ cik’al cab,,,Patience is a good thing.,,,ad3d4a849134d2d8e7427d9ac80e07ca,SN004359,терпение хорошая вещь,сабур гIяхI цикIал цаб
XV002152,dar,činardel sačib,,,We were brought from there.,,,cbdb51418c1f1f0ed83c1b23e1da3919,SN004360,откуда-то привели,чинардел сачиб
XV002153,dar,paltar sahaqibda,,,I hung up the clothes.,,,aeb0f75443b79746aad1fe9ad858befc,SN004364,одежду повесила (на веревку),палтар сагьахъибда
XV002154,dar,Lak sahaːʁa!,,,Put it upright (e.g. next to the wall)!,,,27d01eca1e6651051d6f4cf045de4bcf,SN004365,"Поставь стоя (например, к стене)!",Лак сагьаːгъа!
XV002155,dar,dul čiblalij arc sajsulda,,,I'm taking away money.,,,7412f0de74b5d2f5d4dc4b61503f7e66,SN004368,я в долг деньги беру,дул чиблалий арц сайсулда
XV002156,dar,qalla sala,,,front yard; in front of the house,,,64b6d4635003f07322b6365303286f9e,SN004377,передний двор; перед домом,хъалла сала
XV002157,dar,saldate daˁʡwilc:ebde,,,The soldiers were in the war.,,,78e0b5f0f72af149f0d245c6cc33d68c,SN004389,солдаты на войне были,салдате дягIвилццебде
XV002158,dar,dila χatːajla lacla saniʡaˁtde,,,My grandfather had a lot of construction skills.,,,74c332d2977d8a67e07434d8f1178194,SN004394,у моего дедушки строительная работа была,дила хаттайла лацла санигIятде
XV002159,dar,Saqːa!,,,Bring it here!,,,9bb157eb385d28eed4241cbde69b688b,SN004400,Принести!,Сакъа!
XV002160,dar,nušːa mašinnicːella saˁq’unda,,,We are driving there.,,,967def4bf6e947d7a1e7bf90580ae8c8,SN004401,мы на машине едем сюда,нушша машинниццелла сякьунда
XV002161,dar,sarwaxan adim,,,the man who is going in front,,,e3b70f4c44b648f315de130bdda2a3a5,SN004406,"человек, который идет впереди",сарвахьан адим
XV002162,dar,sarbulqunne argul cab iltːi,,,They are running away.,,,c0aaa1a91b90edfb1d90ad561dd1b96f,SN004410,они убегают,сарбулхъунне аргул цаб илтти
XV002163,dar,raχːas bertːib χːʷe sarbuqun,,,The dog tore off the chain and left. Or The dog who tore off the chain left.,,,f0ca5ae8244bd7abd725b6c9d46e381f,SN004411,"Собака сорвала цепь и убежала. Или собака, сорвавшая цепь, убежала.",‎раххас берттиб ххве сарбухъун
XV002164,dar,"durħne sarbuˁq’aˁn, waxanda",,,"If the boys leave, I'll go.",,,271ca673068e043d370984883dee4a8c,SN004413,"Если мальчики уидут, пойду.","дурхIне сарбёкьян, вахьанда."
XV002165,dar,ʁaˁmulle tupang saremqun,,,hanging a gun on a nail,,,68216a558dee0b2e7d008721a441ae28,SN004415,на гвоздь ружье повесил,гъямулле тупанг саремхъун
XV002166,dar,"sarruˁrqaˁn sajʁible, c’ikuri sarraˁqib",,,The kidnapper went and kidnapped the bride,,,0a3026539f844e41b72dfff1241dc1fa,SN004420,похититель пошел и похитил невесту,"саррёрхъян сайгъибле, цIикури сарряхъиб"
XV002167,dar,saʁle witib cab hel.,,,He was completely beaten up.,,,408a7199caa28267b932b423909fdcfc,SN004426,Сильно избили его.,сагъле витиб цав гьел.
XV002168,dar,qʼʷaˁlla daqil sasːuk’re dirχu,,,A cow has a lot of ticks.,,,b1465f28b4ef26e95b78a5443795e033,SN004432,У коровы бывают много клещей,кьвялла дахъил сассукIре дирху.
XV002169,dar,ca hel saːsːibda nik’ace.,,,I took the small one.,,,0d7ce7251468ef0b99366a455565238d,SN004433,я взял маленький (в долг).,ца гьел саассибда никIаце.
XV002170,dar,hej satːi wituqun,,,He walked closely,,,ae7a935646a574362299a8dff4a54a11,SN004436,он прошел мимо.,гьей сатти витухъун
XV002171,dar,Ucːibda kʼʷelazirlim kːaʔal ibil dus dikarajsatːina hež sawχuzlicːew.,,,I was working in this savkhoz until the year 2008.,,,e4d82cebc5706b7f008504d9f1bb6000,SN004439 ; SN004443,Я работал до 2008 г. в этом совхозе.,Уццибда кIвелазирлим ккаъалибил дус дикарайсаттина гьеж савхузлиццев.
XV002172,dar,selsawetle kelgun.,,,He worked as village head .,,,0cac24845b9e3d12e464db88fa828b94,SN004445,сельсоветом работал он.,селсаветле келгун.
XV002173,dar,xːunul semc’un car jašaw barq’ij.,,,The wife tries to make a life.,,,477527e100f3bb3ff71cd6bb7b420249,SN004446,Жена старается обустроить жизнь.,хьхьунул семцIун цар яшав баркьий.
XV002174,dar,"ʡaarq’aˁl kaxub sersa ʡaˁrʡaˁ, χːʷel saqːib",,,The hunter killed the black grouse and the dog brought it.,,,2ff25203ff234517acc42f738decc172,SN004448,"Охотник убил тетерева, и собака принесла","гIяяркьял кахьуб серса гIяргIя, ххвел сакъиб"
XV002175,dar,silmikːʷalla kːalkːi,,,hazelnut tree,,,484fd61150f45a07270840326ffcdf9c,SN004451,фундук (дерево),силмикквалла ккалкки
XV002176,dar,dila itij simi čiduqun,,,I'm very angry with the guy.,,,a0cdd5d483861432886410f791eea282,SN004452,Я на того очень разозлился.,Дила итий сими чидухъун.
XV002177,dar,ala siːpat bug!,,,"May your look (appearance, face) be ruined!",,,1f157c19acfabb40854820163856fe09,SN004457,Чтоб твоя форма лица / лицо испортилось! (Чтоб ты некрасивым стал!),ала сиипат буг!
XV002178,dar,itila qːuʁa siːpat leb.,,,She has a beautiful face.,,,4250856873e5b2859ea8f75c4cb4a1ff,SN004457,У нее красивое лицо.,итила къугъа сиипат леб.
XV002179,dar,aminatli siqʷi nejgler čirsabit’un,,,Aminka took the milk skin off the milk.,,,f077f0084ee5cf4fdfa218aa60c5d4fc,SN004458,Аминка сняла слой с молока.,Аминатли сихъви нейглер чирсабитIун
XV002180,dar,qːusmuk’la sitiʁanned č’alme cad,,,In the cabinet's drawer there are forks.,,,1cb42a92bb0f78e1cdaac3feb9110e43,SN004460,В задвижке шкафа находятся вилки.,къусмукIла ситигъаннед чIалме цад.
XV002181,dar,dila sub ʡaˁħce caw,,,I have a good husband.,,,2a08686c0cb3d02732736d34d80ffe70,SN004462,у меня хороший муж,дила суб гIяхIце цав
XV002182,dar,sukːil dut’ib ca daˁʡle,,,He divided all like one.,,,46296e41c97b9379031f10d9da6562df,SN004467,‎‎всех разделил как один,суккил дутIиб ца дягIле
XV002183,dar,sultleb uškul baʔ ik’ul cab,,,School starts on Saturday.,,,6e1cfb9710016e20530a2d571c7c5934,SN004468,В субботу школа начинается.,султлеб ушкул баъ икIул цаб
XV002184,dar,aʁultal sumaʁe dirq’u,,,The Agul people make carpets.,,,b85236a8cb1aeb49c6334554979a9dc6,SN004469,Агулцы ткут сумахы.,агъултал сумагъе диркьу
XV002185,dar,itil sumk’a bitiqaqul cab,,,She is losing her bag,,,a6434902f182832c476767d39ba41568,SN004470,Она теряет сумку.,итил сумкIа битихъахъул цаб
XV002186,dar,sundug ač’il bic’ib cab.,,,The chest is full of wheat.,,,257c163ff9a9faf00ef0d74351d09a58,SN004472,Сундук полный пшеницей.,сундуг ачIил бицIиб цаб.
XV002187,dar,"ej, abdal sunglan, wik’ʷi",,,"Hey, foolish Sanzhi, he said.",,,e6ff9d4e3d012fb5527ed38dfb911a12,SN004475,"эй, дурной сунглан, говорил","эй, абдал сунглан, викIви"
XV002188,dar,"abdal sungul, baˁħ sungul",,,"bad Sanzhi, crazy Sanzhi",,,ea2f46f2e188adab832b863ab608f77e,SN004476,"дурные Санжинцы, сумасшедшие Санжинцы","абдал сунгул, бяхI сунгул"
XV002189,dar,ražabli durħuˁ tuχtur:icːe sunnat warq’aqːib.,,,Razhab asked the doctor to do the circumcision of his son.,,,10bc7bc53ab95e778c6300cb1fe86453,SN004478 ; SN004479,Ражаб попросил доктора делать обрезание сына.,Ражабли дурхIё тухтуррицце суннат варкьахъиб.
XV002190,dar,supentar ramazanna anq k’eb,,,The mustached Ramazan has a garden.,,,7c34680c6afb0dfef230dd815a7a7983,SN004481,У усатого Рамазана есть сад.,супентар Рамазанна анхъ кIеб
XV002191,dar,ʡaˁħmadli wačagle suq’leq’ barq’ib.,,,Ahmed pooped his pants.,,,8eb2acf3742cce9aad272f49b63f0e47,SN004482,Ахмед накакал в штаны.,гIяхIмадли вачагле сукьлекь баркьиб.
XV002192,dar,c’ub saʁatli lac bikan cab.,,,With white lime (chalk) the wall needs to be painted.,,,d07878f545ce399c5e4fca5058d1065e,SN004484,Белую известью надо стену покрасить.,цIуб сугъатли лац бикан цаб.
XV002193,dar,ucib qːačuʁal susmalla saw,,,the bandits took him at the throat,,,,SN004486,бандиты взяли за шиворот его,уциб къачугъал сусмалла сав
XV002194,dar,ħisab suʔal adirq’adi.,,,I didn't ask around.,,,61d545fa05f53644f6fd7c22a14a4019,SN004490,я не расспрашивал.,хIисаб суъал адиркьади.
XV002195,dar,sːa mašin asːibda,,,I bought a car yesterday.,,,399ab5822bc05aa4fad72e3eb2300a81,SN004491,вчера купил машину,сса машин ассибда
XV002196,dar,sːabur akʷri,,,impatience,,,1b758be21a4a7cdfdfa8f6610dcfdae1,SN004492,нетерпение,ссабур акври
XV002197,dar,sːaˁħbannicːella rah ricurda.,,,I washed with soap.,,,a11974960191221ed7c9b1515a330374,SN004494,Я с мылом помылась.,ссяхIбанниццелла рагь рицурда.
XV002198,dar,dul hinnira sːaˁħbannira dircibda nuˁqbe.,,,I washed my hands with soap and water.,,,b96bad0283e83ddaab802d943b544a1a,SN004494,Я вымыла руки с мылом и водой,дул гьиннира ссяхIбаннира дирцибда нёхъбе.
XV002199,dar,sːalal sːala tːura buˁrqaˁ,,,Birds of a feather flock together (lit. The wedge hits the wedge),,,91d10f090823b941e473b784f8cf095e,SN004495,Клин клином вышибают (вытаскивают),Ссалал ссала ттура бёрхъя!
XV002200,dar,sːalam bičːij,,,say hello,,,99d768dd0a6452df09168cba23004480,SN004496,"поздороваться, приветствовать",ссалам биччий
XV002201,dar,sːanad nušːa can dičibda Rabazannicːella,,,In Sana we met with Rabazan.,,,9e9f3a7577fafd60e486a32c5aef38d8,SN004501,В сана встретились с Рамазаном,ссанад нушша цан дичибда Рабазанниццелла
XV002202,dar,sːanalla šːal,,,southern side; sunny side,,,5b53a788624fd7791664d7129bd6fdb5,SN004502,солнечная сторона,ссаналла шшал
XV002203,dar,sːanži dila šːi cab,,,Sanzhi is my village.,,,06514785c210ecdf33ed74c9af914eea,SN004503,Санжи мое село.,Ссанжи дила шши цаб
XV002204,dar,"sːarbar agurda, rikʼʷar, qili",,,"I came home the day before yesterday, she said.",,,2a9cd4a42c372e1ce4a0ea72fd20196f,SN004504,"Я вернулась домой позавчера, сказала она.","ссарбар агурда, рикIвар, хъили"
XV002205,dar,sːaˁʡ kʼʷelra babq’i kilala cab.,,,"Sakh, that's 2,5 kg.",,,c0326b09e383359931138913acfad6b2,SN004505,"Сах, это 2,5 кг.",ссягI кIвелра бабкьи килала цаб.
XV002206,dar,čum sːaˁʡaˁt dičible?,,,What time is it?,,,2cc18bda3a4ddd78a23040da49a4593b,SN004507,Который час?,чум ссягIят дичибле?
XV002207,dar,sːemajar qus kajk’ul caw Weli,,,Weli (=male name) slipped on the gravel.,,,e090ce7f56c12dd724021ba7bbd1be5d,SN004509,По щебенке Вели катается.,ссемаяр хъус кайкIул цав Вели
XV002208,dar,alleb sːeržila kːʷaˁʡ leb,,,You smell like garlic.,,,cfd6f29b64c8ee3c1281221a12abe977,SN004510,От тебя пахнет чесноком.,alleb sːeržila kːʷaˁʡ leb
XV002209,dar,"sːiħ čibbertːible, webč’ib.",,,His breath stopped and he died.,,,075ef1c45605efa196fc5b2a1637d1a5,SN004514,Его дыхание остановилось и он умер.,"ссихI чибберттибле, вебчIиб."
XV002210,dar,sːiħ sakabikni (< sːiħ sakabičij),,,spasm,,,49fad3a7a9664e07c26cfb72dd4fc272,SN004519,спазма,ссихI сакабикни
XV002211,dar,dam bikːadi sːiħruˁqʼ ažij,,,I'd like to be a wizard.,,,ce8b38b87224b494d0c8cdb06ef2dba1,SN004522,Я хотел бы стать волшебником.,дам биккади ссихIрёкь ажий
XV002212,dar,"sːijut berkunqːel, misanib rurgulde.",,,"When he ate peppers, the mouth burned.",,,ee94d475f59628d66edeb73428fa266a,SN004523,"Когда он ел перец, рот горел.","Ссиют беркункъел, мисаниб рургулде."
XV002213,dar,nišːij sːika qːaršːi biχʷij χajri birχu.,,,It's possible that we meet a bear.,,,09c041846814d026403efdb9a74d5907,SN004524,"Возможно, что нам медведь встретится.",нишший ссика къаршши бихвий хайри бирху.
XV002214,dar,sanžijat šːikala turricːer čirigul akːu.,,,You can't see Sanzhiyat in the fern.,,,b99a2d6b1cc6b9bf0c59917415362156,SN004525,Санжият в папоротнике не видно.,sanžijat šːikala turricːer čirigul akːu.
XV002215,dar,šːintlicːeb nik’ataj sːipa kabirxːu,,,They put the little wooden pipe into the cradle for kids.,,,68164bab9de1447892cdb5e5123b4358,SN004529,В люльке для детей ставят трубку для отвода мочи.,шшинтлиццеб никIатай ссипа кабирхьхьу
XV002216,dar,tːaprile sːitːa hitːi habasːun.,,,Chewing gum stuck to the shoes.,,,8a83a4af7bead3ca357eb0ac43402170,SN004532,Жвачка прилипла к ботинкам.,ттаприле сситта гьитти гьабассун.
XV002217,dar,"šːa ʡaˁχːuˁl hajʁardel, šːantal sːuˁħbat birqʼi.",,,"When the guest came to the village, the village had a party.",,,2dd209d802099cbc3ba80dbf6fd66e91,SN004533,"Когда приходил гость в селение, сельчане устраивали вечеринку.","шша гIяххёл гьайгъардел, шшантал ссёхIбат биркьи."
XV002218,dar,"qːarqːa ačːible, sːuluˁħi belq’un",,,The stone hit and the glass broke.,,,0a5598b1c18f01346c792bd4ab58ae05,SN004534,Камень попал и стекло разбился,"къаркъа аччибле, ссулёхIи белкьун"
XV002219,dar,"sːumila qal bark bertːible, sːumi tːura agur.",,,The gallbladder burst and the bile spilled.,,,be139896b8bc2ef8588562f2bb6704bc,SN004535,Лопнул желчный пузырь и желчь разлилась.,"ссумила хъал барк берттибле, ссуми ттура агур."
XV002220,dar,sːumila qal,,,gall-bladder,,,90765eb46c5012fed71c86da8754536e,SN004535,жёлчный пузырь,ссумила хъал
XV002221,dar,dam sːunk bursij abičːaqid,,,I don't like to tell lies.,,,9e7a8a3a9049af0b6cb452842ef59b2e,SN004539,я не люблю говорить лож,дам ссунк бурсий абиччахъид
XV002222,dar,sːunkuˁq’de u,,,You are a liar.,,,be212ea735858ebef6d8a6f75c8bb367,SN004544,ты врун,ссункёкьде у
XV002223,dar,itil t’em baχaraj sːunt’ barq’ib.,,,He sniffed it to find out what it tastes like.,,,a0847e3a7db36f0fa6782fcd8ab94962,SN004546,"Он понюхал, чтоб узнать вкус.",итил тIем бахарай ссунтI баркьиб.
XV002224,dar,šahannaz sːuqːur riχub,,,Shahanna is blind.,,,91cb36cdbf3f11efd50c8a046a3ff45a,SN004554,Шагьанназ ослепла.,Шагьанназ ссукъур рихуб
XV002225,dar,sːuqːurdexlij du wašij irχul akːʷadi,,,"Because of my blindness, I can't go",,,18368b7ec6f6ccf6e117eb1ee50c3695,SN004555,Из-за слепоты я не могу ходить,ссукъурдехьлий ду ваший ирхул акквади
XV002226,dar,"ust’ul sːurk’ barq’a, wa sanijat",,,"Saniyat, wipe the table!",,,787e9c69b699127b9390a8ac1ae686fc,SN004564,Саният потри стол!,"устIул ссуркI баркьа, ва Саният!"
XV002227,dar,"ala sːurrat čibažibitːi, du ħaˁjran iχubda",,,"When I saw your picture, I admired you.",,,7486fe907774f0e085d975959d0ecaaf,SN004566,"когда видел твою фотографию, я восхитился","ала ссуррат чибажибитти, ду хIяйран ихубда"
XV002228,dar,ħaˁžimurad meqlew sːurrat helt’an caw,,,Hazhimurad is the photographer at the wedding.,,,24873c1d99807c614607c3b5819255dc,SN004569,Гаджимурад фотограф на свадьбе,хIяжимурад мехълев ссуррат гьелтIан цав
XV002229,dar,sːusːab dalc’i haraq agurda,,,I went far to gather wild leek.,,,ca3ee4c1db7035a2a703ad2f2aa019dc,SN004572,собрать черемшу далеко ходили.,ссуссаб далцIи гьарахъ агурда
XV002230,dar,sːusːulla t’ultʼ čarχij darmannace cab,,,Rye bread is good for the body.,,,20f3b31d0b65dc0c44f75f2c3f5f00a0,SN004573,хлеб ржи полезный для организма.,ссуссулла тIултI чархлий дарманнаце цаб
XV002231,dar,šaˁbk’a baˁšun cab,,,The hat is dirty.,,,0e1903f44dadc79fe71b075d1c4a12cd,SN004574,шапка испачкалась / грязная,шябкIа бяшун цаб
XV002232,dar,Dam bikːulda šaharle uqʼij.,,,I want to go to town.,,,de0d7e1a9edef95bac039f5d642d5d85,SN004577,Я хочу поехать в город.,Дам биккулда шагьарле укьий.
XV002233,dar,sunglantal ist’ikanni harab čula šajt’an bubč’aqul cab,,,The Sanzhi people have fun drinking. (Lit. The Sanzhi people kill their demon with the glass.),,,7c4986f284634e92fab83668c518eb7f,SN004579,Санжинцы за стаканом убивает своего шайтана.,сунглантал истIиканни гьараб чула шайтIан бубчIахъул цаб
XV002234,dar,du šak ajčibda qːurt warq'ibce,,,I didn't notice I was pushed.,,,83a9f602f6520c5f1d706aecb04d14c5,SN004583,я не заметил что меня толкнули.,ду шак айчибда къурт варкьибце
XV002235,dar,šaldanna dis,,,steel knife,,,a6614585cdd3ef41f09fbc30bf63939c,SN004586,нож из стали,šaldanna dis
XV002236,dar,"šːala bišunne, šaˁm kabišːibda.",,,The lights went out and we lit a candle.,,,30422ebd7cfd59ff71c3ce1a59eae29d,SN004588,"Свет выключился, и мы поставили свечу.","шшала бишунне, шям кабишшибда."
XV002237,dar,bec’li šam berqːib,,,The wolf took the ram.,,,9ac9aad0bc314ddd0b9d24ab30686400,SN004589,волк забрал барана.,bec’li šam berqːib
XV002238,dar,šamak’ baˁqib nisːe lak birq’an cab,,,The mold hit the cheese,,,9699ded204aff2eca7f07ce31bcfbb4b,SN004591,сыр с плесенью надо выбросить,шамакI бяхъиб ниссе лак биркьан цаб
XV002239,dar,imam šamil ʡuˁrusːacːella ʡaˁbc’al dus urʁibil caw,,,Imam Shamil has been at war with Russians for 30 years.,,,9ca1d542c9ca3d9312231102254a8fd8,SN004593,Имам Шамиль лет 30 лет воевал с русскими.,Имам Шамил гIёруссаццелла гIябцIал дус ургъибил цав
XV002240,dar,"šaˁr bark bertːible, rursːi risːi rižib",,,"When the ball burst, the girl cried.",,,c02d9308a38ade4bc1bdc421831f91e5,SN004595,"когда шар лопнул, девушка заплакала.","шяр барк берттибле, рурсси рисси рижиб"
XV002241,dar,sanijat šarʡaˁle xadi agurilde,,,Saniyat was married in Shara.,,,5c3fe7355d152f8f447f5f63b781355b ; d0656642af58a47674ecc6595b3617fc,SN004599,Саният была замужем в Шара.,Саният ШаргIяле хьади агурилде
XV002242,dar,"mašinnew waqe wašible, šawla iχub.",,,He was driving in the car for a long time and relaxed.,,,3ea23069d6c33b66ab4d1bffab31291a,SN004603,Долга ехал на машине и поэтому расслабился.,"машиннев вахъе вашибле, шавла ихуб."
XV002243,dar,ibxnella q’arreb čib šaχ birχu,,,"In autumn, there's hoarfrost on the grass.",,,dbd0a424281877e079ced2d9f1c309a2,SN004604,Осенью на траве иней бывает.,ибхьнелла кьарреб чиб шах бирху
XV002244,dar,šiniš rangla mašin,,,green car,,,6fa9c46104dedf79b6294e2859301210,SN004609,машина зеленого цвета,šiniš rangla mašin
XV002245,dar,nik’al delle šiq’aˁcːella luk’adi.,,,"When they were kids, they used to write with ink.",,,557d1a84c63fc8e5bfc90052fb7f648d,SN004613,В детстве писали чернилами.,никIал делле шикьяццелла лукIади.
XV002246,dar,buqu širri qal bačibda,,,I painted the house in a yellow color.,,,2ca6f6ab36496ce99df9617166e7fd61,SN004614 ; SN004615,желтым цветом я дом покрасил,бухъу ширри хъал бачибда
XV002247,dar,ħaˁkimtal šljaˁp’a biqːu,,,Bosses wear hats.,,,c606c77f98e367b168591377557f8c44,SN004620,Начальство носят шляпы.,хIякимтал шляпIа бикъу
XV002248,dar,dila atːa cinna ʡaˁnrullij šupirri kelgun,,,Father has been a driver all his life.,,,866c4074c78dc7f33255a2fa9ddcdd69,SN004622,Папа всю жизнь был шофером,дила атта цинна гIёнруллий шупирри келгун
XV002249,dar,šuqːa hinni bibic’ib cab,,,The funnel was full of water.,,,f3e5a67b94e5c96fb7d96cce0f0822ba,SN004623,воронка была полная водой.,шукъа гьинни бибицIиб цаб
XV002250,dar,markalla hitːi daqil šuˁrme kelgun,,,"After the rain, there are a lot of puddles.",,,932c7d98fc063a82abf9fced2087eec6,SN004624,После дождя много лужей остались,маркалла гьитти дахъил шёрме келгун
XV002251,dar,duburtalla aq šurme,,,high mountain rocks,,,2487ccfdfb04e1be8d9fdff33d8ed382,SN004625,горные высокие скалы,дубурталла ахъ шурме
XV002252,dar,šurq’licːerka agurda,,,I went through the wormwood.,,,6502da13fa76830b36d93ddc09024cb1,SN004626,пошел по полыни,шуркьлиццерка агурда
XV002253,dar,uˁrbužila muzejlebil šuškːa biʡuˁn,,,A saber was stolen from the Kubachi museum.,,,288b71706aea40fa207ee921b52d1fb9,SN004630,Из Кубачинского музея украли шашку.,uˁrbužila muzejlebil šuškːa biʡuˁn
XV002254,dar,šuˁt’uχːaˁla ažel admi parʁat irq’u,,,The melody of the flute calms one down.,,,e635256b9c0d6fd884118ce3e4629eb7,SN004633,Мелодия свирели успокаивает человека.,шётIуххяла ажел адми паргъат иркьу
XV002255,dar,Maˁlʡuˁn bučʼun cab šː bikʼul.,,,A snake hisses.,,,427c4ef21110401fa106dca5d91b6924,SN004634,Смея шипит.,МялгIён бучIун цаб шш бикIул.
XV002256,dar,"het šaller agurda, hej šːaller kajʁibda",,,"I went that way, I came this way.",,,c24e9804bc469c65a503bdffea6fe70c,SN004635,"С той стороны пошел, с этой стороны пришел.","гьет шаллер агурда, гьей шшаллер кайгъибда"
XV002257,dar,"šːala bišunne, šaˁm kabišːibda.",,,The light went out and we lit a candle.,,,d95886a186113e367458c252d38523a8,SN004636,"Свет выключился, и мы поставили свечу.","шшала бишунне, шям кабишшибда."
XV002258,dar,q’ʷaˁlla ca šːali c’utːarce cab,,,The cow has one black side,,,fab4fbd70924f569627e546c6222f177,SN004646,У коровы один бок черный,кьвялла ца шшали цIуттарце цаб.
XV002259,dar,šːaliburχne daˁčunnede,,,The ribs were broken,,,58cc71dd1e5c1e8725f89a0b0e12484b,SN004649,ребра были поломанные,Шшалибурхне дячуннеде
