ID,Language_ID,Headword,Part_Of_Speech,Comment,Cyrillic,Entry_IDs,Genitive_Form,Imperative_Form,Media_IDs,Morphology,Oblique_Form,Past_Tense,Plural_Form,PoS_Russian,Present_Tense,Variant_Form
LX003447,dar,šaˁm,n,Turkic loan,шям,,,,21cf7807ab30f16d2df43527facc79bf,,,,šaˁmre,сущ,,
LX003448,dar,šam,n,one year old ram,шам,,,,4b79e23f31d386c2d35c84a05feb81bb,,,,šumre,сущ,,
LX003449,dar,šam intːa,n,,шам интта,,,,c3892774b86c8911f783925b54abbc37,šam--intːa,,,šam intːate,сущ,,
LX003450,dar,šamakʼ,n,,шамакI,,,,e3365dc10fe1aebc7472908af9faa927,,,,,сущ,,
LX003451,dar,šamakʼ baˁqij,v,,шамакI бяхъий,,,,6ac760310b9f901588908666cde5405f,šamakʼ b-aˁq-ij,,šamakʼ baˁqib,,гл,,
LX003452,dar,Šamil,n,male name,Шамил,,,,0f90b8deafccafcb04681cc8961a90a3,,,,,собств,,
LX003453,dar,šamildaˁš,n,,шамилдяш,,,,18e2b90327f946f455a7e4fa20a45bdc,,,,šamildaˁše,сущ,,
LX003454,dar,šaˁr,n,Russian loan,шяр,,,,0a316a79968964d6fb447dc84d7b7b46,,,,,сущ,,
LX003455,dar,šara,n,,шара,,,,cb924bbb005dbd0eb2b146ebd7a7f148,,,,šːarbe,сущ,,
LX003456,dar,šariʡaˁt,n,Arabic loan,шаригIят,,,,bbe9e4570bc73da67d563ee9a8a68904,,,,,сущ,,
LX003457,dar,šaˁrp,n,Russian loan,шярп,,,,bc7bc78af915474c2eb97f28361f3d5e,,,,šaˁrpne,сущ,,
LX003458,dar,Šarʡaˁ,n,name of a neighboring village,ШаргIя,,,,,,,,,сущ,,
LX003459,dar,šatːir,n,,шаттир,,,,22f6981f33aa9efa6e62dbb2ff524ef9,,,,šatːirme,сущ,,
LX003460,dar,šatːir bašij,v,no aspectual distinction,шаттир баший,,,šatːir waše!,bff03eed81041e38d701e43298624b7f,šatːir--b-ax-ij,,šatːir bašib,,гл,,
LX003461,dar,šatːir buˁqʼij,v,no aspectual distinction; morphologically defective verb,шаттир бёкьий,,,,79ee00b57062ed219e2eb445b6a600e7,šatːir--b-uˁqʼ-ij,,,,гл,,
LX003462,dar,šawla biχʷij,v,the word šawla or šaw does not exist independently,шавла бихвий,,,,dcbb75da5577cf2fded178f07ec30dc4,šawla--b-iχʷ-ij,,šawla biχub,,гл,,
LX003463,dar,šaχ,n,,шах,,,,beff4c378b35250def038fd90ab76d6e,,,,,сущ,,šaχʷ
LX003464,dar,šaχːa,n,,шахха,,,,b2959e551b448a4ffcc105b17c14abb9,,,,,сущ,,
LX003465,dar,šikalat,n,Russian loan,шикалат,,,,f12fdbc3cad87cb9356afa9d9f562ac0,,,,šikalatme,сущ,,
LX003466,dar,šiltaqdex,n,,шилтахъдехь,,,,0e4f337c8dd687690ed4403540b42219,šiltaq-dex,,,,сущ,,
LX003467,dar,šiniš biχʷij,v,,шиниш бихвий,,,,e426a17ed8565c607891aa4f32a0ff74,šiniš--b-iχʷ-ij,,šiniš biχub,,гл,,
LX003468,dar,šinišce,adj,,шинишце,,,,aaf50de5f1a497c1175739f14eb2ff4a,šiniš-ce,,,,прил,,
LX003469,dar,šipir,n,Russian loan,шипир,,,,b7d10476c5e3497d96008923b3b3f6bf,,,,šipirte,сущ,,
LX003470,dar,šiqʼ bikʼʷij,v,,шикь бикIвий,,,,6b733d453309719297e7bbedd06d2342,šiqʼ--b-ikʼʷ-ij,,,,гл,šiqʼ bikʼul,
LX003471,dar,šiqʼ buqij,v,,шикь бухъий,,,,d60e0e5f3790156f2edb44aacce4c077,šiqʼ--b-uq-ij,,šiqʼ buqun,,гл,,
LX003472,dar,šiqʼaˁ,n,,шикья,,,,3bb3ab42b176a083bbbe6ca0a710a33d,,,,,сущ,,
LX003473,dar,šir,n,,шир,,,,e10b9a91d756b3da2a87b5f952c16dfb,,,,,сущ,,
LX003474,dar,šir bačij,v,,шир бачий,,,,ec23fd2dced2448c0027fb82e3531ab7,šir--b-ak-ij,,šir bačib,,гл,,
LX003475,dar,širšir bikʼʷij,v,,ширшир бикIвий,,,,1ea19f49dea64c6316d570d22de90953,širšir--b-ikʼʷ-ij,,,,гл,širšir bikʼul,
LX003476,dar,širšir sabikʼʷij,v,,ширшир сабикIвий,,,,493527dfed7cfa74367feae38a51b153,širšir--sa-b-ikʼʷ-ij,,,,гл,širšir sabikʼul,
LX003477,dar,šiš buqij,v,,шиш бухъий,,,,e67c190c85322f622e2c7619cb1dbb90,šiš--b-uq-ij,,šiš buqun,,гл,,
LX003478,dar,šiše,n,a kind of plant,шише,,,,5ea90111a863fc108b172ac01f50f46e,,,,,сущ,,
LX003479,dar,šljaˁpʼa,n,Russian loan,шляпIа,,,,761a356d4150ee5586923bd62e0ec489,,,,šljaˁpʼabe,сущ,,
LX003480,dar,šuˁnšuˁpːe,n,,шёншёппе,,,,3250473b764d1efebdce0d4cadbe7f15,,,,,сущ,,
LX003481,dar,šupir,n,Russian loan,шупир,,,,10abe8c256f09f982e5cbe2926fc0345,,,,,сущ,,
LX003482,dar,šuqːa,n,,шукъа,,,,9196a2cb78bc8dc30598d2a519060c01,,,,,сущ,,
LX003483,dar,šuˁra,n,,шёра,,,,ec3a078286080ee78939e5c46f005e20,,,,šuˁrme,сущ,,
LX003484,dar,šuri,n,single big rock,шури,,,,46304a271912ebee180e063f047c44c9,,,,šurme,сущ,,
LX003485,dar,šurqʼ,n,,шуркь,,,,2420b62f89d71e82c814224077189d37,,,,šurqʼle,сущ,,
LX003486,dar,šuršur bikʼʷij,v,,шуршур бикIвий,,,,fa7fa8a227e618e34b06e84b988dca1c,šuršur--b-ikʼʷ-ij,,,,гл,šuršur bikʼul,
LX003487,dar,šuˁš,n,,шёш,,,,20003a3e2b7fcbf25a89665f7e83ea4f,,,,šuˁšme,сущ,,
LX003488,dar,šuša,n,Persian loan,шуша,,,,b54fcd9b6bd2a400905ede519d0f266f,,,,šušne,сущ,,
LX003489,dar,šuškːa,n,Russian loan,шушкка,,,,dbca6eeb6bc51deabcbbe0f1c5ced36b,,,,šuškne; šuškːabe,сущ,,šuˁškːa
LX003490,dar,šuˁtʼa,n,,шётIа,,,,53a8dcb19dbc62a95a096f51152d1f7c,,,,,сущ,,
LX003491,dar,šuˁtʼa datkaʁij,n,,шётIа даткагъий,,,,ba191a2bdf97e7ba0c94e0dc4212adc1,šuˁtʼa--d-at--ka-aʁij,,šuˁtʼa datkaʁib,,сущ,,
LX003492,dar,šuˁtʼuχːaˁ,n,,шётIуххя,,,,40cc26099b8d1fa6070a83b725ee14c4,,,,šuˁtʼuˁχne,сущ,,šuˁtʼuˁχːaˁ
LX003493,dar,šː,interj,sound produced by a snake,шш,,,,,,,,,межд,,
LX003494,dar,šːal,n,,шшал,,,,61417c743e5fba2860b441b0ae3aa75b,,,,,сущ,,
LX003495,dar,šːala,n,,шшала,,,,a2f4d4ba594c3473bc7899300f0b5cfc,,,,šːalme,сущ,,
LX003496,dar,šːala barqʼij,v,,шшала баркьий,,,,8fc59db0fc7e5c62a4e599bdfb408ec2,šːala--b-arqʼ-ij,,šːala barqʼib,,гл,,
LX003497,dar,šːala biχʷij,v,,шшала бихвий,,,,bbb00c657a2750993b23337380fef466,šːala--b-iχʷ-ij,,šːala biχub,,гл,,
LX003498,dar,šːala dičij,v,,шшала дичий,,,,65cbb1ac5816f55c250a90bdb73723fc,šːala--d-ik-ij,,šːala dičib,,гл,,
LX003499,dar,šːala miriqʷ,n,,шшала мирихъв,,,,0e8d47d43c2e2af5c20c4d7635bc4019,šːala--miriqʷ,,,šːala miriqʷe,сущ,,
LX003500,dar,šːala xancʼce,adj,,шшала хьанцIце,,,,6850414ef8996f3ec1a9803ae399f7d2,šːala--xancʼ-ce,,,šːala xancʼte,прил,,
LX003501,dar,šːala zuri,n,,шшала зури,,,,923d600d8be041d70cc20444bd1e508c,šːala--zuri,,,шшала зурме,сущ,,
LX003502,dar,šːalace,adj,,шшалаце,,,,98806c90ae6764461ece02703994bbe2,šːala-ce,,,šːalate,прил,,
LX003503,dar,šːaladex,n,,шшаладехь,,,,67ba6909b4c57e962a798c0b9dd86bd1,šːala-dex,,,šːalme,сущ,,
LX003504,dar,šːalal,adv,,шшалал,,,,523f75d1a5cdad67f4d09ca3ba67810e,šːala-l,,,,нареч,,
LX003505,dar,šːali,n,,шшали,,,,f453e98748ea0f08dcdb5bb75b2bb310,,,,šːalme,сущ,,
LX003506,dar,šːali bur,n,(дверная),шшали бур,,,,537cf6972d43b2f7c4e556f2ee1bd9e9,šːali--bur,,,šːali burme,сущ,,
LX003507,dar,šːali salle,adv,,шшали салле,,,,5f0438f75fbfdfac4291172a8c346e8b,šːali--sa-le,,,,нареч,,
LX003508,dar,šːaliburχ,n,"actually half a ribcage, 6 or so ribs; one rib = shaliburxla likka",шшалибурх,,,,955154751afda5ebd4df7cd0bb2f50ff,šːali-b-urχ,,,šːaliburχne,сущ,,
LX003509,dar,šːalicːe,adv,,шшалицце,,,,aa4ebbfa3ce2cf2990284a4217ed0bf0,šːali-cːe,,,,нареч,,
LX003510,dar,šːalicːeb,adv,,шшалиццеб,,,,d681ee088b89a31be3219ed3cde89899,šːali-cːe-b,,,,нареч,,
LX003511,dar,šːaligula,n,,шшалигула,,,,261c6ad29e667926cb0cdf6e67124ff6,šːali-gu-la,,,šːaligulme,сущ,,
LX003512,dar,šːalme,n,"this word is already a plural form, there is no singular; controls neuter plural agreement",шшалме,,,,4c48997d8240eb727822dcdfeda25288,,,,,сущ,,
LX003513,dar,šːan,n,,шшан,,,,5dcba9b7c0ef05c0f130eb2d91d723bc,šːi-an,,,šːante,сущ,,
LX003514,dar,šːatːir,n,,шшаттир,,,,cdc92045d6bb8c5513ffcf56dcb0e415,,,,,сущ,,
LX003515,dar,šːaˁtʼa,n,,шшятIа,,,,eaf23f3b23a016d539ff6b3cd5b04461,,,,šːaˁtʼne,сущ,,
LX003516,dar,šːi,n,"the lative form is šːa, but not the essive form or the ablative form",шши,,,,edcbbde671f6ad3c4f007ad0122d6242,,,,šːime,сущ,,
LX003517,dar,šːikʼe,n,Toponym,шшикIе,,,,6c1cdd8745799176ffb1046a31d8df6e,,,,,сущ,,
LX003518,dar,šːilla,adj,,шшилла,,,,c221520fea47819949a1882e96db523b,šːi-la,,,,прил,,
LX003519,dar,šːimi barqʼij,v,,шшими баркьий,,,,268ccdd3ae8c96f5b10379afc82079ed,šːimi--b-arqʼ-ij,,šːimi barqʼib,,гл,,
LX003520,dar,šːimice,adj,,шшимице,,,,325bd54dee2918c2475b05e4a76c5f7b,šːimi-ce,,,šːimite,прил,,šimice
LX003521,dar,šːinkʼre,n,there is no singular form,шшинкIре,,,,c77bd1636ce6c2c4409924f57b5db904,,,,,сущ,,
LX003522,dar,šːint,n,,шшинт,,,,5d6eec0ef9b1cf2de9ef7c2901c46d8d,,,,šːintbe,сущ,,
LX003523,dar,šːintla umχa,n,,шшинтла умха,,,,b411a67c78ce931a807491bc111c7734,šːint-la--umχa,,,šːintla umχe,сущ,,
LX003524,dar,šːipʼ haqij,v,,шшипI гьахъий,,,,21443678613c7abf7efd2c3432063b00,šːipʼ--ha-aq-ij,,šːipʼ haqib,,гл,,
LX003525,dar,šːisːimce,adj,,шшишшимце,,,,0895c0cf405f4d65b27459b15da7e6a6,šːisːim-ce,,,,прил,,
LX003526,dar,šːišːim,n,,шшишшим,,,,2017b35cd636fba163997fc6a3784ca1,,,,,сущ,,
LX003527,dar,šːišːim bikʼʷij,v,,шшишшим бикIвий,,,,6b6bb37d5477aa0fa6c9818c59801ca5,šːišːim--b-ikʼʷ-ij,,,,гл,šːišːim bikʼul,
LX003528,dar,-šːu,n.suf,"means something like ""toward someone"", can be used with nouns and pronouns; mostly used with animate nouns",-шшу,,,,,,,,,сущ. суф,,
LX003529,dar,šːul baˁqij,v,,шшул бяхъий,,,,91f675b528b4766711e2c425034c97d3,šːul--b-aˁq-ij,,šːul baˁqib,,гл,,
LX003530,dar,šːule,post,,шшуле,,,,b420dd8d6c9eb1d10ac92b3a65693265,,,,,посл,,
LX003531,dar,šːulk,n,,шшулк,,,,cba8a9adf330bf0309c029e38e5f8a0b,,,,šːulke,сущ,,
LX003532,dar,šːuˁnt,prev,,шшёнтI,,,,bc5c7b62a06eaaca34b5cd9ce3b3597d,,,,,прг,,
LX003533,dar,šːur buqij,v,,шшур бухъий,,,,898cca9bbfd63c725240f9666349082b,šːur--b-uq-ij,,šːur buqib,,гл,,
LX003534,dar,šːuˁrq,n,,шшёрхъ,,,,c7bc3c31b97c73e61d51915938224786,,,,šːuˁrqne,сущ,,
taba,dar,taba,n,,таба,,,,0a57434e79f4251b4fec57ecc0f91753,,,,,сущ,,
tabasran_1,dar,tabasran,n,,табасран,,,,3ce8b1d7c3845cead4c73d145dd5044a,,,,tabasrante,сущ,,tabasaran
tabasran_2,dar,tabasran,adj,,табасран,,,,3ce8b1d7c3845cead4c73d145dd5044a,,,,tabasrante,прил,,tabasaran
LX003535,dar,taˁħ,prev,"occurs in compound verbs that mean jump, e.g. taˁħ ikʼʷij (jump move)",тяхI,,,,,,,,,прг,,
LX003536,dar,taˁħ aʁij,v,,тяхI агъий,,,,c360aad7dad2ca23ebd41f7565597e9e,taˁħ-aʁ-ij,,taˁħ aʁib,,гл,,
LX003537,dar,taˁħ bašij,v,no aspectual distinction,тяхI баший,,,taˁħ baše!,a110587f96934af35f70df82ff9cebe5,taˁħ-b-ax-ij,,taˁħ bašib,,гл,taˁħ baxul,
LX003538,dar,taˁħ bikʼʷij,v,,тяхI бикIвий,,,,8774a30793b3fcd41ec69fd5f52b14c9,taˁħ-b-ikʼʷ-ij,,,,гл,taˁħ bikʼul,
LX003539,dar,taˁħ biržij,v,,тяхI биржий,,,,eaad455283b26c4682a7cfdc16b82659,taˁħ-b-irg-ij,,,,гл,taˁħ birgul,
LX003540,dar,taˁħ bulqij,v,,тяхI булхъий,,,,e660284fbf2d5c2400c4bc385d177616,taˁħ-b-ulq-ij,,,,гл,taˁħ bulqunne,
LX003541,dar,taˁħ čibižij,v,,тяхI чибижий,,,Taˁħ čibiže!,a4426c22e77e05f4482805bce30de13b,taˁħ-či-b-ig-ij,,taˁħ čibižib,,гл,,
LX003542,dar,taˁħ čibsabižij,v,,тяхI чибсабижий,,,,3aded667621e750f148f00fd11ca5e57,taˁħči-b-sa-b-ig-ij,,taˁħčib sabižib,,гл,,
LX003543,dar,taˁħ čirbižij,v,,тяхI чирбижий,,,,90f3998488f69cba5c881d04c27d9610,taˁħči-r--b-ig-ij,,taˁħčir bižib,,гл,,
LX003544,dar,taˁħ čiwikʼʷan tʼalim,n,,тяхI чивикIван тIалим,,,,4c070de80ee586ee99dd292f55e06808,taˁħ--či-w-ikʼʷ-an--tʼalim,,,taˁħčiwikʼʷan tʼalimte,сущ,,
LX003545,dar,taˁħ hitːi habižij,v,,тяхI гьитти гьабижий,,,,b2c674073ac5973fb7e07ec93979ccf7,taˁħ-hitːi-ha-b-ig-ij,,taˁħ hitːi habižib,,гл,,
LX003546,dar,taˁħ sabikʼʷij,v,"e.g. he was jumping in front of the car, which might be standing",тяхI сабикIвий,,,,ecd1f588f114be061a775a862d77e115,taˁħ-sa-b-ikʼʷ-ij,,,,гл,taˁħ sabikʼul,
LX003547,dar,taˁħ sabuqij,v,,тяхI сабухъий,,,,7bd675f356d26eb88565016c03cda9ba,taˁħ sa-b-uq-ij,,taˁħ sabuqun,,гл,,
LX003548,dar,taˁħaˁr,n,loan word,тяхIяр,,,,60605bcae90b0cd86790ff861701b91b,,,,,сущ ; сущ ; сущ,,
LX003549,dar,taˁħaˁr-qʼaˁjda,n,,тяхIяр-кьяйда,,,,5f6e8a61297d7f5ae6addec96499637b,taˁħaˁr--qʼaˁjda,,,,сущ,,
LX003550,dar,taˁj,n,,тяй,,,,97bbab484e3bd14dd7663ee57fc115db,,,,,сущ,,
tajp,dar,tajp,n,,тайп,,,,9c414a6396a1bfd76a1e748ff7caf099,,,,tajpe,сущ,,
takaltu,dar,takaltu,n,"blanket for a donkey, first put on its back before everything else, under the saddle",такалту,,,,e831758508335a1caf42d54b19987190,,,,takaltne,сущ,,
LX003551,dar,taˁkce,adj,,тякце,,,,ddca6aee86905c324843f0925a86daf8,taˁk-ce,,,taˁkte,прил,,
LX003552,dar,taˁkla,adv,,тякла,,,,537530e66e59cf414ba360753c2f1146,taˁk-la,,,,нареч,,
talat,dar,talat,n,"often with the word ""bar"" (day) after it",талат,,,,0a8ed5e3e1e47d4142f89492760ad50c,,,,,сущ,,
LX003553,dar,taliħ,n,,талихI,,,,1e169fb41f27a986a0f1d20cf242f1c7,,,,,сущ,,
LX003554,dar,taliħčibce,adj,,талихIчибце,,,,f9d32244ee7c6f6bf8a7b4a32c8f9310,taliħ-či-b-ce,,,taliħčibte,прил,,
talqan,dar,talqan,n,"not like a king, more like a mayor or governor of a smaller region",талхъан,,,,86b5c48278e6bc21a8a6da65724feee8,,,,talqante,сущ,,
LX003555,dar,talχna,n,,талхна,,,,51bbbf6289bed6255105fcb035cfe16e,,,,talχne,сущ,,
LX003556,dar,taˁmaˁħ,n,,тямяхI,,,,e34ae571e822a4602533b4d8d7ee16fc,,,,,сущ,,
taman,dar,taman,n,Arabic loan,таман,,,,95a3daf4ffc2b3e987fd579a13155449,,,,,сущ,,
LX003557,dar,taman biχʷij,v,"syntactically, this is an adverbial (subordinate) clause",таман бихвий,,,,0f319974de57ca18b30193b0958aae98,taman--b-iχʷ-ij,,taman biχub,,гл,,
LX003558,dar,taman čibarqʼij,v,,таман чибаркьий,,,taman čibarqʼa!,16a19702d9854cf674324cdb495075c9,taman--či-b-arqʼ-ij,,taman čibarqʼib,,гл,,
LX003559,dar,taman čibirqʼij,v,,таман чибиркьий,,,,f20532ced5d7ec08bae1e7300f1d3b5e,taman--či-b-irqʼ-ij,,,,гл,taman čibirqʼul,
LX003560,dar,taman čibiχʷij,v,,таман чибихвий,,,,f7d310a755c260fbe02c6bf179c13fa3,taman--či-b-iχʷ-ij,,taman čibiχub,,гл,,
LX003561,dar,tamaša,n,Arabic loan,тамаша,,,,925c975e773144f8346a9d35777c7af7,,,,,сущ,,
LX003562,dar,tamaša barqʼij,v,,тамаша баркьий,,,,76783780d507095d2e2dd092dcb4ccdd,tamaša--b-arqʼ-ij,,tamaša barqʼib,,гл,,
LX003563,dar,tamaša biχʷij,v,,тамаша бихвий,,,,46f0eac1ec2ba783e39f239757a8f9c1,tamaša--b-iχʷ-ij,,tamaša biχub,,гл,,
LX003564,dar,tamašace,adj,,тамашаце,,,,9a1204a04f37fffa8576acf0756911fe,tamaša-ce,,,,прил,,
LX003565,dar,tamašal,adv,,тамашал,,,,2364969d5a76767edfcd67ea860f008a,tamaša-l,,,,нареч,,
tambaku,dar,tambaku,n,Russian loan,тамбаку,,,,c4d419e002d2c87a902fc1fb08663343,,,,,сущ,,
LX003566,dar,tambakula qʼʷani,n,,тамбакула кьвани,,,,02cd6959542cda64c58a4dcbdf742ce2,tambaku-la--qʼʷani,,,tambkula qʼʷanbe,сущ,,
LX003567,dar,tambiħ,n,Persian loan,тамбихI,,,,30211fad2dafcb42889d0731243376b5,,,,,сущ,,
LX003568,dar,tambiħ barqʼij,v,,тамбихI варкьий,,,,6b097205026ba08044b4dcbb84ec9da8,tambiħ--b-arqʼ-ij,,tambiħ barqʼib,,гл,,
tamq,dar,tamq,n,,тамхъ,,,,555f6329bc5395874101e23b1069536c,,,,,сущ,,
tamqus,dar,tamqus,n,tool to attach irkme (threshing boards) on oxen,тамхъус,,,,91f6db552b116af888d6dcfaaf41f212,,,,,сущ,,tamqusːe
tamug,dar,tamug,n,tool made of wood between two oxen when plowing together; палка для крепления ярма,тамуг,,,,17be71997d1a28bad86cbf09375c6e80,,,,tamuge,сущ,,
LX003569,dar,taniš biχʷij,v,,таниш бихвий,,,,1fa04b29853e611ec8e90b1489154fa0,taniš--b-iχʷ-ij,,taniš biχub,,гл,,
LX003570,dar,tanišdex,n,,танишдехь,,,,f694a1378e8dbdd2d4e6261a46a84267,taniš-dex,,,,сущ,,
LX003571,dar,taˁp,adv,,тяп,,,,109a42ae6d05c37b18a3796fcacf9031,,,,,нареч,,
LX003572,dar,tapanča,n,Persian loan,тапанча,,,,af0d512692b6d1c513449f0fffc81d5a,,,,tapančabe,сущ,,
taq,dar,taq,n,,тахъ,,,,ae987ff2d413e4da2a82bcdca5332cf1,,,,tuqre,сущ,,
LX003573,dar,taq daˁqij,v,,тахъ дяхъий,,,,232a51097bd1907284fae272a9cc8ebc,taq--d-aˁq-ij,,taq daˁqib,,гл,,
LX003574,dar,taˁraˁχtur,n,Russian loan,тяряхтур,,,,bdbc6556d989bcd36da889c1592e4570,,,,taˁraˁχturte,сущ,,
LX003575,dar,targʷa,n,,таргва,,,,7187c1029e81b94c37835354218555ed,,,,targʷne,сущ,,
LX003576,dar,tariχ,n,,тарих,,,,0be8a16cf138d32092497930913b42ed,,,,tariχe,сущ,,
LX003577,dar,taˁrqaˁr sabikʼʷij,v,e.g. when a car is going on a bad road,тярхъяр сабикIвий,,,,75854b2c25c8c2cc578624b7ea630c05,taˁrqaˁr--sa-b-ikʼʷ-ij,,,,гл,taˁrqaˁr sabikʼul,
tars,dar,tars,n,"a jug for tea, coffee, water, milk (for drinking), with a long neck, an extra spout at the side and a handle",тарс,,,,f5dfc37de3699b63bb5878b585741837,,,,,сущ,,
tarum,dar,tarum,n,,тарум,,,,f5ea41569cbc105528d916d50d78f676,,,,tarume,сущ,,
LX003578,dar,tašmiš bikʼʷij,v,,ташмиш бикIвий,,,,1a0451d6e5d832709a73ba9947d1d764,tašmiš--b-ikʼʷ-ij,,,,гл,tašmiš bikʼul,
LX003579,dar,tašmiš biχʷij,v,,ташмиш бихвий,,,,19cdc7170fbd55550bcd914a9f0475d4,tašmiš--b-iχʷ-ij,,tašmiš biχub,,гл,,
LX003580,dar,tašmišdex,n,,ташмишдехь,,,,3a4862de0c20dd1a2fbdf9dd32163334,tašmiš-dex,,,,сущ,,
LX003581,dar,tašmišle,adv,,ташмишле,,,,f10d4f1293fc92a78057f6cb64802caf,tašmiš-le,,,,нареч,,
Tawlu,dar,Tawlu,n,male name,Тавлу,,,,8d52d1d831631cb257b6a28c6ae5c579,,,,,собств,,
LX003582,dar,tawš,interj,,тавш,,,,edc21d5358b4fbde7fb51465a85a3343,,,,,межд,,
taxce,dar,taxce,adj,,тахьце,,,,9842d7fdf39b20e76ecdf70d73350cfd,tax-ce,,,taxte,прил,,
LX003583,dar,taχ šahar,n,,тах шагьар,,,,e1783a0918970bc6d8486b3f83dbe929,taχ--šahar,,,taχ šahurte,сущ,,
LX003584,dar,taχsir,n,,тахсир,,,,4cdff8212cb3969fec4a88ba92775798,,,,taχsirte,сущ,,
LX003585,dar,taχsirči,n,,тахсирчи,,,,95dd4e55c57c10d507d35fc21100f283,taχsir-či,,,taχsirčime,сущ,,
LX003586,dar,taχsirla barqʼij,v,,тахсирла баркьий,,,,59a2166904fcaa0a815053f006c2f0fe,taχsir-la--b-arqʼ-ij,,taχsirla barqʼib,,гл,,
LX003587,dar,taχta,n,,тахта,,,,7b221f4df4a27669005fd9df862bdb57,,,,taχtne,сущ,,
LX003588,dar,taˁʡaˁj,n,only used for horse,тягIяй,,,,c7e5e127b19bd86acb9004c3b01abd3b,,,,taˁʡaˁjte,сущ,,
-te_1,dar,-te,n.suf,,-те,,,,,,,,,сущ. суф,,
-te_2,dar,-te,suf,suffix for forming definite descriptions (referential attributes),-те,,,,,,,,,суф,,
teb,dar,teb,cop,exist / be located away from the speaker,теб,,,,,te-b,,,,связ,,
LX003589,dar,tek barqʼij,v,,тек баркьий,,,tek barqʼa!,5e60d1880d70dfa5e9a217ccb387884f,tek--b-arqʼ-ij,,tek barqʼib,,гл,,
LX003590,dar,tek bičij,v,,тек бичий,,,,28050ba4d7ccda542c05c5eb02d2115d,tek--b-ik-ij,,tek bičib,,гл,,
LX003591,dar,tek birqʼij,v,,тек биркьий,,,,fc9235d565fa0db427d45c5ff4fe8c4d,tek b-irqʼ-ij,,,,гл,,
LX003592,dar,tek biχʷij,v,,тек бихвий,,,,91f2b3b979c5780b2494ec1a0fc5497a,tek--b-iχʷ-ij,,tek biχub,,гл,,
LX003593,dar,tek sabarqʼij,v,,тек сабаркьий,,,,1fb295c9c1db8f12f66a22eedd185818,tek--sa-b-arqʼ-ij,,tek sabarqʼib,,гл,,
tekce,dar,tekce,adj,,текце,,,,345bf1f2531a2b39d6e9cc5ad451c1f6,tek-ce,,,dikʼarte,прил,,
tekle,dar,tekle,adv,,текле,,,,0c2849367f8798399fb39b3195b7937e,tek-le,,,,нареч,,
tijan,dar,tijan,n,,тиян,,,,4fb4689f14e2eb7886fa779972d60e9f,,,,tijante,сущ,,
tiladi,dar,tiladi,n,,тилади,,,,bb2170e8e74e7f1a271f2647ab37f99f,,,,,сущ,,
LX003594,dar,tiladi barqʼij,v,,тилади баркьий,,,,0588b7965853b80c30a26404dc42dde6,tiladi--b-arqʼ-ij,,tiladi barqʼib,,гл,,
tilipun,dar,tilipun,n,Russian loan,тилипун,,,,56aef490fb4b6b0dd3c93fb2555890e6,,,,tilipunte,сущ,,
LX003595,dar,tilmaž,n,,тилмаж,,,,1815d175df65211c14995a69041275fc,,,,tilmaže,сущ,,
tilqaw,dar,tilqaw,n,,тилхъав,,,,130e4f47aee2703d98e350880ac652fe,,,,tilqawme,сущ,,
tilqawdex,dar,tilqawdex,n,,тилхъавдехь,,,,1681b4650f05539646af8d86dacf7dd0,tilqaw-dex,,,,сущ,,
LX003596,dar,tiltːi,n,made of wood,тилтти,,,,5874e8f059092eb8ca062e636cd13954,,,,,сущ,,tːiltːi; tːaltːi
tirsce,dar,tirsce,adj,,тирсце,,,,34e95a55f7dad9183cb99e0b1ca8fdaf,tirs-ce,,,,прил,,
tirsle,dar,tirsle,adv,,тирсле,,,,06c1d56bbe1429cf21c9edecc3e43558,tirs-le,,,,нареч,,
tu,dar,tu,prev,,ту,,,,e79b792d55c31d62d89860fdcb38d9a8,,,,,прг,,
LX003597,dar,tu barqʼij,v,usually this preverb requires the use of the gender prefix d- as given in the alternative variant,ту баркьий,,,Tu barqʼa!,c593c067245e1a310bb36438fbde1b3d,tu-b-arqʼ-ij,,tu barqʼib,,гл,,tu darqʼij
LX003598,dar,tu bikʼʷij,v,usually this preverb requires the use of the gender prefix d-,ту бикIвий,,,,dbae955ee9b3f35a1b991655cbfb14e7,tu--b-ikʼʷ-ij,,,,гл,tu bikʼul,
LX003599,dar,tu čikadaˁqij,v,,ту чикадяхъий,,,,66b5a426bab345e5476ca99c9f591546,tu--či-ka-d-aˁq-ij,,tu čikadaˁqib,,гл,,
LX003600,dar,tu daˁqij,v,this verb does not take direct objects and the agreement prefix is fixed (d-),ту дяхъий,,,tu daˁqa!,bc2a3f8f74decfe71019023b7911b3d7,tu--d-aˁq-ij,,tu daˁqib,,гл,,
LX003601,dar,tu duˁrqij,v,this verb does not take direct objects and the agreement prefix is fixed (d-),ту дёрхъий,,,,8bfb2aaf44abbe4bff4511b59d6ef033,tu-b-uˁrq-ij,,,,гл,tu duˁrqul,
tuk,dar,tuk,n,current (electricity); ток (электричество); Russian loan,тук,,,,5e77475aaef9e8c2c3a72b9fb6c688dd,,,,,сущ,,
tuken,dar,tuken,n,,тукен,,,,0ce102ad3ec9e5d215d62f8877646568,,,,,сущ,,
LX003602,dar,tukenči,n,,тукенчи,,,,49550fd45ca1735e6cf025c232f64085,tuken-či,,,,сущ,,
